Date,Open,High,Low,Close,Volume
2022-01-03,150.73421540112096,151.95157943367442,149.8496406720822,150.49671415301123,1911420
2022-01-04,150.31066779272984,151.59634676853582,148.93186222667856,150.35844985184005,1831460
2022-01-05,150.73074321288072,152.06049244245213,150.0140220968612,151.00613838994073,3335658
2022-01-06,152.48160776248147,153.64088899258311,151.77092385804983,152.52916824634877,3850171
2022-01-07,151.93587189200522,153.2146149340532,151.33587911538717,152.29501487162543,3527941
2022-01-10,151.73726490118247,152.8086089041774,150.58084533939078,152.06087791467624,4801894
2022-01-11,153.6384585029231,154.49606340883489,152.64747263619077,153.64009073018363,1910775
2022-01-12,154.32645090884108,155.6653715698009,153.57877384904904,154.40752545933654,2760574
2022-01-13,154.3528969744697,154.45244456203136,152.80465021908486,153.9380510734016,2701165
2022-01-14,154.3430050161042,155.0966837574945,153.74046549820937,154.48061111698757,1912727
2022-01-17,154.09778177445315,154.56319606619687,153.44133009606645,154.0171934241751,3596874
2022-01-18,153.68372795852437,154.0921924729238,152.9225839486942,153.55146367060485,2733693
2022-01-19,153.3065203987592,155.14888652618188,153.1653801032131,153.79342594217087,1558924
2022-01-20,152.0436830695298,153.08380355689312,151.2282430040008,151.8801456975131,4881185
2022-01-21,149.8332638318698,151.1294016940874,149.51640069235066,150.15522786500006,1179352
2022-01-24,150.05401065322852,150.19077449641006,148.45206559095584,149.59294033575907,1810694
2022-01-25,148.22877194317775,149.57172509054146,147.8982291310255,148.58010921542464,3290435
2022-01-26,148.80898067174695,149.8678283188005,148.04868926469604,148.8943565480199,1972346
2022-01-27,147.57168214057734,148.6595343424087,146.5895440625927,147.9863324724987,1915015
2022-01-28,147.07090302300938,147.5078804204014,145.60006713090056,146.57402877116343,2498771
2022-01-31,148.0418725504162,148.93818227448233,146.87211980156394,148.03967754008497,4915612
2022-02-01,147.90928625691848,148.92975133765066,147.1415813683968,147.81390123959844,1998974
2022-02-02,147.4485059216748,149.016523095154,147.1891404254777,147.88142944428637,1431413
2022-02-03,146.70664172847208,147.00198526784496,145.91581264180644,146.4566812580729,2352564
2022-02-04,145.6222041266433,146.7869111481742,145.24336347047557,145.91229853354773,3424050
2022-02-07,146.42127541269832,147.14908103897184,145.24463078422565,146.0232211232576,1951661
2022-02-08,144.5773671863173,145.8753638044154,144.19521706155857,144.8722275458353,1863561
2022-02-09,144.93861328484462,146.60441540536928,144.6592230304239,145.24792556418095,1302186
2022-02-10,144.18383654211027,145.8059805058811,144.02665100316156,144.64728687426216,4207393
2022-02-11,144.32766006957885,145.0185275515503,143.39481435643614,144.35559312446887,2295160
2022-02-14,143.8187276455021,144.32445525963993,143.0475527938337,143.7538865122395,4262681
2022-02-15,145.17187333617676,146.74858397495473,144.74189483570032,145.6061646967484,3573224
2022-02-16,145.86819508870548,146.1191787825521,144.5892502011556,145.59266747201048,4828464
2022-02-17,144.48824537780263,145.62073212432804,143.34456171442523,144.5349565430546,2026553
2022-02-18,145.38189172448534,146.79773169658273,144.8181893153167,145.35750145515777,2235202
2022-02-21,144.07742055212498,145.21213198306265,142.83724740627773,144.13665780518676,1145271
2022-02-22,144.24628446106684,145.23369132639803,143.21762101070058,144.3455214001915,3215685
2022-02-23,142.44549160761997,143.5291394947541,141.80409224436286,142.38585127631174,1968452
2022-02-24,140.71290547334402,142.01591811790482,139.68408660330653,141.0576652274133,4743797
2022-02-25,140.93645459377768,142.30014325259836,139.8336540627506,141.25452646328242,2514542
2022-02-28,142.35477866429136,143.43445785205435,141.43191508342298,141.99299304327783,3163414
2022-03-01,142.61047678660145,143.0504639622686,141.3874836763206,142.16436132446782,3930184
2022-03-02,141.9220223583593,143.50990360590347,140.74251176228648,142.04871304207956,1076898
2022-03-03,141.51835401963382,143.15295998844633,140.4993496561066,141.74760934649026,3552851
2022-03-04,140.41308689936184,140.96487849091213,139.58456633676647,140.26908735612284,4295097
2022-03-07,139.45797731882624,140.1186044486033,138.83989382439142,139.54924314772813,3651888
2022-03-08,138.6139907324287,139.68938237814578,138.21813227397698,139.08860437676836,1288316
2022-03-09,139.80187920035348,140.66394842863883,139.16120361779625,140.14572660298728,3008954
2022-03-10,140.7053171214031,141.08378785331166,139.37109012102542,140.48934489255572,4153385
2022-03-11,138.88522867910316,139.90931151060937,137.85739109762324,138.726304737193,3574754
2022-03-14,138.5774846990913,139.62157735504803,138.08785399045465,139.0503887065878,2829553
2022-03-15,138.3872785881044,139.48428205646522,137.41783548803772,138.66530642617147,4041341
2022-03-16,137.7194592224536,139.33325973683498,137.45170122297492,137.98838442586552,2039504
2022-03-17,138.77195345830512,139.12333265044222,137.84762377036236,138.6000607147064,3472151
2022-03-18,139.15077077495673,140.9455287197913,138.4177106513178,139.63106023720235,2732767
2022-03-21,140.16644893830312,141.34419513109194,139.16713351863135,140.56234035631854,3105058
2022-03-22,140.02303891846907,140.34128766071754,138.71144539098023,139.72312283309589,4469285
2022-03-23,139.092455119299,140.6106476226088,138.38179697197936,139.41391045724467,4724044
2022-03-24,139.89791999650012,140.87411673542815,139.13800187730848,139.74517388864825,1793719
2022-03-25,140.45890179681734,142.09819102929765,139.77330664894717,140.7207190157706,4441532
2022-03-28,139.84098617068463,141.47661582172918,139.20892751147028,140.2415447779253,4614702
2022-03-29,139.79905799226094,141.35936673164633,139.31341529762676,140.0558858012615,3944088
2022-03-30,139.17181775911115,139.7315853998268,138.1803075963061,138.94955082725548,1715080
2022-03-31,138.1090406712811,138.43078374695452,136.87606004007017,137.7533442031748,2675843
2022-04-01,138.89608989013598,139.81648477720984,138.04579882779126,138.56587002556898,1034701
2022-04-04,139.81929358375825,141.22894479340707,139.10003088855663,139.9221100541398,4229028
2022-04-05,140.01818506913014,141.34060507456016,139.13865192556295,139.8500999325595,3862689
2022-04-06,140.55861712586733,141.76625050736294,140.0261354782736,140.85363283045152,2721610
2022-04-07,141.00841658576016,142.08728694129192,140.5955067236799,141.21526885549915,3180712
2022-04-08,140.96648491941514,141.846562061636,139.17962182015413,140.570149100894,3339767
2022-04-11,140.44454662991316,141.77234824665544,139.8379522528484,140.93154470640243,3140794
2022-04-12,142.05508980372286,143.90033859847196,141.29047895372392,142.4695812728684,3614235
2022-04-13,142.1416414889045,143.79216798560148,141.14458399515112,142.43375523375846,1491036
2022-04-14,143.52493109344627,144.92739291694747,142.9999566906434,143.99839888957246,1327304
2022-04-15,141.0600892205725,142.6295248532742,140.79173349739528,141.3786537854827,2852610
2022-04-18,142.28359785082762,143.4550991639426,141.16344974803937,142.20055628985793,3462616
2022-04-19,142.2090279086886,142.89072722693203,141.20076224007522,142.2876033580961,3710241
2022-04-20,142.38126771870722,143.3911489143098,140.7431565334459,141.98859600763024,4433803
2022-04-21,142.39780034590416,143.0856091566136,141.14869723793606,142.08035678416573,2142953
2022-04-22,139.93460522126273,141.4192453356726,139.4652075667693,140.09278786956486,4961352
2022-04-25,139.63253941515862,140.69316558275793,139.0893400759286,139.87311598172732,4978702
2022-04-26,140.10992096140635,141.62575178173526,139.36714625684044,140.23022855323907,4974680
2022-04-27,141.79841754049542,142.59732427671477,140.562205356649,141.7081225979806,1326916
2022-04-28,140.95791602052984,141.70069003118726,140.11907407503804,141.18985237970696,4597706
2022-04-29,140.5055076846629,141.786740753233,139.5252620509159,140.38135877681376,1312250
2022-05-02,139.78901338542047,140.47088841001536,138.39308648443625,139.87960173322924,1605409
2022-05-03,140.84705103178328,141.61431748852172,139.6892290315744,140.7950038509313,2074135
2022-05-04,141.0598814897263,142.5738169276418,140.386528168855,141.123754960591,3989179
2022-05-05,140.38846051636585,142.0446019037615,139.99221228420353,140.59399475682395,3655182
2022-05-06,141.55571549689947,142.1807000780606,140.45440305075297,141.1072621899373,1856101
2022-05-09,141.4679455334451,142.33617695145514,140.45838201090083,141.20433973928533,2725690
2022-05-10,141.8130979055847,143.12143025179657,141.51230335655868,142.17298472981824,4280772
2022-05-11,141.8393996118388,142.26414240763893,140.78436461188957,141.47093163594087,4257945
2022-05-12,141.13070068759262,141.97193403471303,140.35817432064925,141.1432694893431,2614737
2022-05-13,141.14571356310503,141.92367979228797,140.0777877409162,140.75116133621094,1892964
2022-05-16,139.58750164402613,140.5400209175165,137.8908809634524,139.28764638807883,2961275
2022-05-17,139.50898016961264,140.87534570886925,139.00353291948176,139.5837666651434,1403119
2022-05-18,139.36729124564343,141.13444008011786,138.82031054775305,139.8448219373233,3755532
2022-05-19,139.6186127533507,140.44114149701443,138.9395385669761,139.84993539396575,4973915
2022-05-20,139.65698247525148,140.6097685652932,138.132969643682,139.61534826059062,2135564
2022-05-23,138.33345573836635,138.75753627855684,137.58793861637216,138.1999775185402,3667088
2022-05-24,137.53721988120802,138.82886107809856,136.88147659672907,137.77933219577483,1125991
2022-05-25,137.07597375332088,138.37814818062142,135.96714724597268,137.43661767924806,1402732
2022-05-26,136.96927064682575,138.02204459278477,135.26883328413248,136.63434041002645,1506079
2022-05-27,136.95745687906398,137.3239697109125,135.15598262741116,136.47305469836044,2950013
2022-05-30,136.90279573747767,137.49417257160258,136.11920272813003,136.87710555517498,3623836
2022-05-31,138.43497074223382,139.40628313843834,138.09240386899543,138.7632914563855,2132658
2022-06-01,138.71017659573673,140.19937990093482,137.7692260492929,138.93786926921734,2985209
2022-06-02,138.71381033648757,140.31363772325636,137.76604367081254,139.19541965994011,1128322
2022-06-03,139.53527255073445,139.72209642029674,138.06421085116,139.12097374417394,1656951
2022-06-06,136.81995361176504,137.78630933498988,136.130589839405,137.2022025288749,1011303
2022-06-07,137.25220512893992,138.3766577848848,136.3957095597654,137.17568865342568,2210209
2022-06-08,137.00997408405394,137.80868186973092,135.96642593017478,137.23591886336672,4479591
2022-06-09,139.7533389783678,141.02102103514235,139.01211722729448,139.699160975852,2298266
2022-06-10,139.65822039942273,140.7130422382274,138.68312077466663,139.50680001107088,2009612
2022-06-13,140.1380891571117,140.38969613404637,138.88291091478806,139.80834735340449,2832684
2022-06-14,139.48005685545985,140.35847329778443,138.76602520501478,139.77363558369925,3196768
2022-06-15,138.11595337473818,140.0915971245809,137.86254781366463,138.6049575460797,4007749
2022-06-16,139.38466599066354,140.62205115635086,139.13294353585553,139.74778036059473,4231959
2022-06-17,140.8997320351296,141.37035554034838,139.38909335083986,140.4997133932815,3366610
2022-06-20,141.66463541788707,142.60354490758206,140.50211478708428,141.29074534032455,2068199
2022-06-21,140.47877098770013,141.82860646291365,139.3001196641072,140.3813578855298,1723035
2022-06-22,141.88466905689958,143.2701532602888,141.12978948119172,141.78415219646593,1490042
2022-06-23,140.54733780821988,141.63567931893257,139.40116103181882,140.38230113367362,1458298
2022-06-24,140.64452950609737,141.84541781300481,139.93656879492232,140.9691582274739,2047343
2022-06-27,143.57402579920884,143.74311456998254,142.60779031646143,143.15961385328387,2525416
2022-06-28,142.08784805304526,143.44622444408063,141.33247324995926,142.1690775281532,1105228
2022-06-29,141.48591832679992,142.66118404828623,140.96836512161144,141.60277979855042,1426346
2022-06-30,141.7213488689209,142.62665317288506,141.1390561931653,141.70243116363807,2755692
2022-07-01,140.7459214762969,142.6053098946166,139.70899527713192,141.19895550952185,1884056
2022-07-04,139.3145754472118,140.2594895607619,138.82593823348103,139.64829207845574,2730228
2022-07-05,139.95488866968813,140.7094801575526,138.40698060740712,139.71685505326175,2946793
2022-07-06,138.23735000746078,139.16590498430307,137.8999106847719,138.65455133953566,2569123
2022-07-07,139.2312958796372,140.09680441216494,137.94664104794688,139.12814377017082,2921214
2022-07-08,137.95406864561835,138.76502281161888,136.94849167604735,138.20871953593704,4215002
2022-07-11,139.64794955499653,140.37747185722264,138.6630152003467,139.75865394095456,4279269
2022-07-12,138.76409438538906,139.59292689539546,138.0038244600682,138.97540064861835,4199675
2022-07-13,138.5090118488776,139.80254943452874,137.7414982182654,138.65333913241267,2726470
2022-07-14,139.68590225496658,140.71290122904773,138.6179880832393,139.46685634978232,4340420
2022-07-15,138.03311374897154,139.31936079844553,136.80646288910054,138.23599203334837,1048874
2022-07-18,138.5298566082494,139.92562451642704,137.13283256016476,138.4634519679525,2622572
2022-07-19,139.74664512443402,140.64546530175863,138.3055678115684,139.77059472223493,4220281
2022-07-20,138.32678265303633,138.94882357395554,137.53881426418815,138.1631114876737,3689784
2022-07-21,138.78457508553078,139.71634447439547,137.11687787100237,138.347745346206,4981298
2022-07-22,138.84020023766467,139.3312239789739,137.1692876836334,138.60762814045444,1709662
2022-07-25,139.1043913908225,140.85267355167235,138.7082179460661,139.38945101223175,3669078
2022-07-26,137.68368343641495,138.66465477604348,137.58600403398688,138.15250030135365,2126825
2022-07-27,136.5943077325692,138.301922514977,135.59092303897933,136.83204368826938,3624159
2022-07-28,137.44906318458652,137.89714516583683,136.27951214070634,137.35398525388626,1678250
2022-07-29,137.20239574060372,139.04211304081753,136.3091411503612,137.65096992711946,1470452
2022-08-01,137.89782902466658,138.92916388655166,137.26169040083906,137.90146277746535,2478301
2022-08-02,138.3447538358792,139.74087578308163,136.95264367510242,138.24791098696232,3139686
2022-08-03,137.4021301562008,138.14168283011924,136.86625894533609,137.56788626538383,3592670
2022-08-04,138.07105216629063,138.85399424694614,137.1364840196791,137.80013996254482,1616529
2022-08-05,137.69981068897727,139.5625149714626,137.4289466379125,138.0932124358435,3509155
2022-08-08,136.95399879955295,138.40195886198728,136.06428629758577,137.37886101781714,3223361
2022-08-09,139.4728242851655,140.37403416709716,138.0794383082657,139.2446355289619,1442061
2022-08-10,139.71395976607988,140.9142171388583,138.69540302510455,139.71846844987368,4334732
2022-08-11,138.71556734909876,139.4817060174388,137.66833446854753,138.52716495267103,3713564
2022-08-12,139.1185458999086,140.31127664138893,137.80651802049175,139.18371856130486,4761675
2022-08-15,137.95543892431664,139.29335120300064,137.3165917836549,138.20903689107755,3261286
2022-08-16,139.3152238124942,140.397279505311,137.6795220553484,138.99612149482,4221441
2022-08-17,140.45413295279639,140.70016345416886,139.2155821652572,140.1547170738274,4888351
2022-08-18,139.52873122633014,140.11499794506793,138.4570903260508,139.3340347554757,1488972
2022-08-19,140.06955602194998,141.7478223687966,139.33473109905043,140.29741088472002,4075117
2022-08-22,140.80042247852558,142.10045559554743,139.90881393749237,140.7101918116565,2123994
2022-08-23,141.39322586859103,142.4879087244367,140.28464259147475,141.532251971651,4081328
2022-08-24,143.02062702763158,144.54917755210647,142.42632456421245,143.42904495430494,2176808
2022-08-25,143.60097041376432,143.96103802128323,142.45144414315527,143.18365683830208,3617703
2022-08-26,142.06673930486355,143.11804183366834,141.03034610067002,142.4299206739446,1163038
2022-08-29,141.99064359813985,142.50410464925903,140.65651502294585,141.54040624431906,4087201
2022-08-30,140.67060173231158,141.57794818737966,139.68104309823963,140.72459595935362,1930491
2022-08-31,140.33262717877813,141.73115036179038,139.24102213897496,140.6474942499395,2216959
2022-09-01,141.03054717213453,141.56638086172114,139.86440822884217,140.98864622475617,4963735
2022-09-02,141.6382828599626,142.73973183175235,140.64843898337782,141.2653370240862,2374572
2022-09-05,142.32474515953177,143.5787310176018,140.65268814950872,142.0925202731222,3355874
2022-09-06,142.41208331286157,143.30368387901984,140.9778141119287,142.1055221650001,3229231
